student_id,enrollment_date,name,age,gender,department,course,semester,gpa,attendance_pct,assignments_submitted,hours_studied_weekly,scholarship,placement_status,salary_offered
STU-000928,2019-01-06,Student_928,19,Male,CS,MBA,5.0,8.87,76.71660040696723,9,29.0,10000,Placed,1200000
STU-000929,2019-10-19,Student_929,21,Non-binary,EE,M.Tech,7.0,4.83,42.42751788726564,8,47.0,10000,Internship,500000
STU-000930,2022-10-02,Student_930,22,Male,MBA,MBA,7.0,8.27,93.08211697206706,12,47.0,20000,Not Placed,300000
STU-000931,2019-05-26,Student_931,25,Female,EE,PhD,4.0,5.46,78.07858807102605,9,35.0,5000,Placed,0
STU-000932,2020-09-03,Student_932,27,Non-binary,MBA,MBA,4.0,7.6,71.53807217635068,8,11.0,5000,Internship,500000
STU-000933,2021-03-09,Student_933,23,Male,EE,MBA,3.0,2.64,73.31730785238983,15,38.0,5000,Not Placed,800000
STU-000934,2021-02-23,Student_934,29,Non-binary,MBA,M.Tech,3.0,4.21,81.70433529764139,16,31.0,5000,Internship,0
STU-000935,2022-02-18,Student_935,28,Male,ME,MBA,6.0,7.74,61.98152364207036,15,47.0,0,Internship,300000
STU-000936,2022-10-23,Student_936,28,Female,ME,M.Tech,6.0,8.51,63.813434684159496,17,5.0,5000,Not Placed,1200000
STU-000937,2020-05-10,Student_937,19,Female,EE,PhD,4.0,6.01,69.86213568402599,12,20.0,0,Not Placed,0
STU-000938,2019-03-02,Student_938,25,Female,ME,MBA,3.0,2.11,93.8747974705841,17,7.0,0,Placed,800000
STU-000939,2020-03-04,Student_939,24,Non-binary,EE,M.Tech,1.0,4.84,48.45945233639046,15,14.0,0,Internship,800000
STU-000940,2020-06-05,Student_940,28,Non-binary,EE,B.Tech,2.0,8.87,60.99366297140939,2,20.0,20000,Internship,1200000
STU-000941,2021-08-01,Student_941,19,Male,MBA,B.Tech,1.0,3.5,76.56963632155109,3,0.0,20000,Internship,0
STU-000942,2022-08-16,Student_942,23,Non-binary,EE,M.Tech,4.0,4.88,42.55949204160441,15,15.0,5000,Not Placed,0
STU-000943,2021-11-14,Student_943,22,Non-binary,ME,M.Tech,7.0,9.96,61.1930839559314,17,,5000,Internship,800000
STU-000944,2021-05-21,Student_944,27,Non-binary,Civil,PhD,1.0,6.04,71.96167781586804,9,3.0,10000,Placed,0
STU-000945,2020-12-25,Student_945,18,Male,Civil,B.Tech,4.0,3.25,76.24964337835762,15,45.0,20000,Not Placed,1200000
STU-000946,2020-11-14,Student_946,27,Male,ME,PhD,4.0,2.81,46.15353896787162,7,17.0,5000,Not Placed,0
STU-000947,2021-04-30,Student_947,22,Non-binary,Civil,PhD,1.0,8.25,59.88183709048508,8,42.0,20000,Internship,300000
STU-000948,2020-08-28,Student_948,26,Male,MBA,MBA,1.0,4.73,52.07493606516775,3,11.0,10000,Placed,300000
STU-000949,2021-10-23,Student_949,28,Non-binary,ME,MBA,1.0,8.01,69.77619702540443,6,6.0,20000,Placed,300000
STU-000950,2019-09-04,Student_950,20,Female,ME,M.Tech,2.0,8.81,53.4732882954938,10,9.0,20000,Placed,800000
STU-000951,2021-01-11,Student_951,20,Female,EE,PhD,2.0,6.18,67.68840622114384,0,35.0,20000,Internship,800000
STU-000952,2022-04-09,Student_952,28,Male,CS,MBA,7.0,9.98,94.60450985762702,0,29.0,20000,Placed,0
STU-000953,2021-04-12,Student_953,29,Non-binary,CS,B.Tech,8.0,4.28,83.87355105866797,5,31.0,5000,Internship,1200000
STU-000954,2020-02-15,Student_954,26,Non-binary,MBA,M.Tech,5.0,8.11,79.13409594835869,16,10.0,0,Not Placed,500000
STU-000955,2023-01-18,Student_955,19,Non-binary,CS,PhD,1.0,5.24,93.53414320562106,3,20.0,5000,Internship,1200000
STU-000956,2021-01-04,Student_956,22,Female,ME,MBA,8.0,6.17,48.433344626937895,7,24.0,10000,Internship,0
STU-000957,2022-11-17,Student_957,18,Non-binary,ME,B.Tech,4.0,3.42,67.00382784313359,6,4.0,0,Placed,800000
STU-000958,2019-04-25,Student_958,24,Female,EE,M.Tech,4.0,8.1,97.25818785919486,16,1.0,10000,Internship,800000
STU-000959,2020-01-25,Student_959,29,Female,Civil,PhD,-3.0,2.8,78.76560796759007,6,46.0,20000,Placed,500000
STU-000960,2019-05-23,Student_960,22,Male,Civil,B.Tech,3.0,6.25,44.84537195175029,5,33.0,5000,Internship,800000
STU-000961,2022-11-02,Student_961,28,Female,CS,MBA,3.0,9.74,72.39046440348588,19,37.0,0,Internship,300000
STU-000962,2022-11-21,Student_962,18,Male,ME,M.Tech,3.0,2.72,51.10374261560987,18,43.0,0,Placed,300000
STU-000963,2020-06-04,Student_963,25,Male,ME,MBA,5.0,4.53,40.41761012265572,1,34.0,0,Not Placed,500000
STU-000964,2022-12-16,Student_964,23,Male,MBA,M.Tech,2.0,3.45,86.53654489086058,14,45.0,10000,Not Placed,800000
STU-000965,2019-07-22,Student_965,27,Non-binary,Civil,M.Tech,1.0,6.27,74.13373788362105,6,6.0,10000,Internship,800000
STU-000966,2019-02-20,Student_966,28,Non-binary,Civil,B.Tech,6.0,2.16,74.26296532508712,12,3.0,20000,Internship,300000
STU-000967,2022-04-13,Student_967,26,Male,ME,MBA,1.0,9.18,54.096296470133765,16,0.0,5000,Not Placed,300000
STU-000968,2021-12-05,Student_968,25,Female,CS,B.Tech,1.0,3.92,49.9060012590164,18,35.0,20000,Placed,0
STU-000969,2022-11-05,Student_969,19,Non-binary,Civil,MBA,7.0,7.88,54.130417235162064,11,44.0,20000,Placed,500000
STU-000970,2020-04-23,Student_970,20,Non-binary,CS,PhD,4.0,9.83,98.90998570104755,12,34.0,20000,Not Placed,300000
STU-000971,2020-05-24,Student_971,19,Non-binary,CS,B.Tech,5.0,8.43,57.36265430736434,19,44.0,0,Not Placed,300000
STU-000972,2020-10-15,Student_972,21,Non-binary,ME,PhD,7.0,9.28,69.9193642964785,17,44.0,0,Internship,1200000
STU-000973,2019-07-28,Student_973,25,Male,ME,B.Tech,,7.66,76.8427695446492,16,34.0,0,Placed,300000
STU-000974,2020-09-07,Student_974,27,Male,MBA,MBA,8.0,9.66,85.74137581405279,15,46.0,0,Placed,800000
STU-000975,2022-12-27,Student_975,19,Non-binary,ME,PhD,4.0,9.28,99.37072506273223,14,44.0,5000,Internship,300000
STU-000976,2019-01-29,Student_976,27,Non-binary,EE,M.Tech,8.0,5.59,82.88413847481105,12,27.0,10000,Not Placed,800000
STU-000977,2019-05-26,Student_977,21,Non-binary,Civil,MBA,-4.0,7.25,84.10624679277882,2,44.0,20000,Not Placed,800000
STU-000978,2023-01-16,Student_978,28,Female,CS,PhD,3.0,9.74,66.15372791194072,6,14.0,20000,Not Placed,0
STU-000979,2020-03-28,Student_979,24,Female,CS,MBA,1.0,3.55,47.89257675143781,16,34.0,0,Not Placed,500000
STU-000980,2019-03-04,Student_980,19,Non-binary,ME,MBA,3.0,7.08,70.55348682421888,4,0.0,20000,Internship,0
STU-000981,2020-11-30,Student_981,22,Non-binary,CS,B.Tech,2.0,3.27,59.64385185931088,7,35.0,0,Not Placed,500000
STU-000982,2019-01-05,Student_982,21,Female,CS,M.Tech,4.0,5.92,80.83137191959986,0,15.0,5000,Internship,0
STU-000983,2022-07-09,Student_983,25,Female,EE,M.Tech,8.0,2.09,49.40387321305674,6,35.0,5000,Placed,4000000
STU-000984,2022-08-03,Student_984,23,Female,Civil,B.Tech,1.0,5.79,42.61933587670637,11,19.0,0,Internship,500000
STU-000985,2022-12-01,Student_985,28,Non-binary,ME,MBA,,5.15,88.69747220659356,16,24.0,5000,Not Placed,1200000
STU-000986,2020-08-15,Student_986,25,Non-binary,MBA,B.Tech,5.0,6.88,61.066244681093295,10,40.0,20000,Internship,500000
STU-000987,2021-03-01,Student_987,26,Male,ME,PhD,2.0,2.36,82.39092504475191,19,23.0,5000,Internship,300000
STU-000988,2023-02-08,Student_988,22,Male,MBA,B.Tech,8.0,5.51,53.95367315902617,12,35.0,10000,Placed,300000
STU-000989,2021-07-23,Student_989,24,Male,EE,PhD,6.0,3.09,59.691861154225634,10,11.0,20000,Internship,800000
STU-000990,2019-12-22,Student_990,26,Male,Civil,M.Tech,3.0,4.28,86.8511725690973,8,0.0,0,Not Placed,500000
STU-000991,2021-07-10,Student_991,23,Male,Civil,B.Tech,2.0,8.15,81.09465302078587,8,1.0,20000,Not Placed,0
STU-000992,2022-07-23,Student_992,29,Non-binary,Civil,B.Tech,5.0,2.41,98.37723465130617,2,24.0,20000,Not Placed,1200000
STU-000993,2020-09-20,Student_993,21,Non-binary,Civil,PhD,7.0,6.13,58.93048287600779,11,35.0,10000,Placed,500000
STU-000994,2019-12-04,Student_994,21,Non-binary,EE,B.Tech,5.0,6.07,53.438231174308434,0,39.0,0,Not Placed,0
STU-000995,2022-03-27,Student_995,26,Male,Civil,MBA,8.0,7.1,95.65456548683864,2,41.0,20000,Placed,800000
STU-000996,2020-04-23,Student_996,27,Female,MBA,M.Tech,3.0,6.9,62.35123620982498,1,35.0,0,Internship,0
STU-000997,2019-06-10,Student_997,28,Non-binary,Civil,M.Tech,7.0,8.33,64.55705935189431,14,37.0,20000,Internship,300000
STU-000998,2019-09-13,Student_998,20,Female,MBA,PhD,2.0,5.57,56.76509864910381,11,8.0,0,Internship,1200000
STU-000999,2022-07-15,Student_999,23,Non-binary,EE,B.Tech,7.0,5.82,62.22750549833475,15,36.0,5000,Internship,500000
STU-001000,2019-09-10,Student_1000,24,Non-binary,Civil,PhD,4.0,3.16,78.58464824247864,5,14.0,5000,Placed,500000
STU-001001,2019-02-25,Student_1001,25,Non-binary,MBA,MBA,2.0,8.85,61.7233487235863,19,,20000,Not Placed,0
STU-001002,2019-08-08,Student_1002,28,Female,MBA,B.Tech,3.0,3.51,53.29534023822582,16,0.0,20000,Internship,0
STU-001003,2021-04-29,Student_1003,20,Non-binary,Civil,PhD,4.0,6.48,77.36292786343205,8,34.0,0,Placed,500000
STU-001004,2022-01-21,Student_1004,22,Non-binary,Civil,MBA,1.0,2.68,74.75242299450534,9,6.0,0,Placed,500000
STU-001005,2020-01-20,Student_1005,28,Female,Civil,B.Tech,2.0,7.17,90.91404144406334,3,43.0,10000,Internship,800000
STU-001006,2021-07-31,Student_1006,24,Male,MBA,PhD,2.0,5.97,50.35189876004512,0,9.0,0,Internship,1200000
STU-001007,2021-11-20,Student_1007,24,Male,EE,B.Tech,7.0,3.58,75.77591277577964,12,35.0,10000,Not Placed,500000
STU-001008,2019-03-11,Student_1008,27,Non-binary,ME,B.Tech,6.0,8.99,76.39219317954422,13,12.0,5000,Internship,0
STU-001009,2021-11-18,Student_1009,29,Male,ME,MBA,7.0,3.06,43.30347666980956,3,41.0,10000,Not Placed,0
STU-001010,2019-01-19,Student_1010,27,Non-binary,ME,B.Tech,6.0,2.66,70.24148908444981,19,4.0,5000,Not Placed,1200000
STU-001011,2019-03-06,Student_1011,28,Male,ME,PhD,5.0,7.16,60.95315451676166,12,15.0,5000,Placed,300000
STU-001012,2020-05-26,Student_1012,22,Male,Civil,M.Tech,6.0,3.73,74.57490402478815,13,38.0,5000,Not Placed,0
STU-001013,2019-05-15,Student_1013,28,Male,MBA,PhD,7.0,9.26,48.83597787044715,18,0.0,5000,Internship,1200000
STU-001014,2023-01-05,Student_1014,110,Male,EE,PhD,5.0,2.86,91.23028271881907,11,20.0,10000,Not Placed,1200000
STU-001015,2020-08-09,Student_1015,23,Female,ME,PhD,1.0,8.55,74.28686171600867,14,27.0,5000,Not Placed,500000
STU-001016,2021-03-05,Student_1016,24,Female,MBA,PhD,7.0,8.06,77.60010009351575,7,39.0,10000,Placed,500000
STU-001017,2022-02-12,Student_1017,29,Non-binary,ME,M.Tech,2.0,4.76,80.6416039969225,16,34.0,0,Not Placed,0
STU-001018,2020-08-08,Student_1018,22,Male,EE,M.Tech,6.0,5.01,65.7298411155907,1,49.0,0,Placed,500000
STU-001019,2021-02-20,Student_1019,26,Male,CS,B.Tech,6.0,7.11,66.35502177542975,6,34.0,10000,Not Placed,0
STU-001020,2019-10-05,Student_1020,21, Male ,EE,MBA,5.0,4.45,63.97924395936711,8,,0,Placed,800000
STU-001021,2021-01-01,Student_1021,28,Female,ME,PhD,5.0,9.98,57.19040532217855,13,6.0,20000,Placed,1200000
STU-001022,2019-03-06,Student_1022,23,Female,ME,MBA,1.0,7.87,47.77223303180156,10,4.0,10000,Internship,500000
STU-001023,2023-01-06,Student_1023,28,Non-binary,MBA,M.Tech,8.0,8.96,54.91291137611374,11,8.0,10000,Not Placed,300000
STU-001024,2022-05-26,Student_1024,28,Male,EE,B.Tech,7.0,7.66,60.932192053252,13,2.0,5000,Placed,300000
STU-001025,2020-03-06,Student_1025,24,Male,ME,MBA,8.0,6.08,93.38956329619069,12,12.0,10000,Internship,0
STU-001026,2022-06-01,Student_1026,20,Male,MBA,PhD,8.0,2.04,67.88506025933316,13,16.0,10000,Internship,500000
STU-001027,2021-01-18,Student_1027,25,Male,MBA,PhD,2.0,2.53,87.89745065512432,9,43.0,10000,Not Placed,300000
STU-001028,2021-04-04,Student_1028,19,Non-binary,CS,MBA,5.0,6.25,62.6182633842143,0,21.0,10000,Placed,1200000
STU-001029,2022-07-27,Student_1029,27,Male,EE,B.Tech,3.0,2.97,57.803440570539934,14,46.0,5000,Placed,0
STU-001030,2021-10-03,Student_1030,27,Non-binary,ME,PhD,6.0,3.8,68.37834156774286,0,49.0,5000,Placed,300000
STU-001031,2020-11-15,Student_1031,27,Female,CS,B.Tech,-7.0,7.33,71.24830341237261,15,20.0,5000,Not Placed,300000
STU-001032,2022-06-09,Student_1032,29,Non-binary,CS,B.Tech,6.0,6.43,64.50108891153312,15,15.0,10000,Not Placed,1200000
STU-001033,2019-10-03,Student_1033,23,Non-binary,Civil,B.Tech,3.0,3.92,46.49870849790118,17,44.0,10000,Not Placed,300000
STU-001034,2022-07-27,Student_1034,29,Male,ME,M.Tech,5.0,6.38,57.258354479680925,2,,20000,Not Placed,0
STU-001035,2020-06-29,Student_1035,27,Female,ME,MBA,5.0,4.93,94.2224956738153,2,24.0,10000,Internship,500000
STU-001036,2023-01-07,Student_1036,23,Female,CS,B.Tech,3.0,8.39,41.760234586539276,3,24.0,0,Not Placed,0
STU-001037,2020-04-14,Student_1037,25,Male,CS,M.Tech,8.0,2.31,60.8840705777144,15,35.0,20000,Not Placed,300000
STU-001038,2019-06-06,Student_1038,19,Female,CS,PhD,2.0,6.5,86.12958255518356,15,39.0,0,Placed,500000
STU-001039,2022-09-25,Student_1039,18,Female,Civil,PhD,6.0,3.03,46.94412985401237,5,32.0,10000,Not Placed,0
STU-001040,2019-05-13,Student_1040,28,Male,Civil,M.Tech,6.0,5.77,54.597988761086604,7,13.0,0,Not Placed,1200000
STU-001041,2020-06-20,Student_1041,25,Non-binary,EE,B.Tech,,4.04,83.41299612910942,15,4.0,5000,Not Placed,500000
STU-001042,2019-10-29,Student_1042,22,Male,MBA,PhD,7.0,4.16,58.95247559379972,18,26.0,0,Placed,500000
STU-001043,2019-06-13,Student_1043,24,Male,Civil,PhD,7.0,5.9,80.3971329620714,13,45.0,20000,Not Placed,800000
STU-001044,2022-09-04,Student_1044,27,Male,ME,PhD,8.0,2.62,76.6437882255249,14,45.0,20000,Internship,0
STU-001045,2019-07-12,Student_1045,20,Non-binary,ME,MBA,6.0,8.3,83.96765163347737,14,32.0,10000,Not Placed,800000
STU-001046,2022-03-19,Student_1046,21,Female,Civil,MBA,7.0,3.29,64.24651145766882,15,12.0,10000,Placed,0
STU-001047,2022-12-14,Student_1047,24,Male,MBA,B.Tech,4.0,2.22,53.79801796178916,7,25.0,20000,Internship,0
STU-001048,2020-11-15,Student_1048,20,Male,CS,B.Tech,5.0,5.24,73.73072674205488,5,26.0,0,Not Placed,800000
STU-001049,2021-06-08,Student_1049,24,Male,MBA,B.Tech,6.0,7.85,86.91509125868873,5,,10000,Not Placed,800000
STU-001050,2020-01-29,Student_1050,22,Non-binary,ME,PhD,2.0,3.24,72.73572896749238,11,13.0,0,Internship,500000
STU-001051,2021-08-15,Student_1051,25,Female,Civil,B.Tech,7.0,5.85,56.82689056398303,8,3.0,5000,Placed,0
STU-001052,2021-03-07,Student_1052,24,Non-binary,ME,M.Tech,4.0,2.47,78.33503432697631,8,15.0,5000,Internship,1200000
STU-001053,2019-09-29,Student_1053,19,Female,MBA,M.Tech,7.0,5.78,99.87697928957738,7,17.0,20000,Placed,0
STU-001054,2021-05-02,Student_1054,23,Male,EE,M.Tech,3.0,8.74,81.76375733228272,12,1.0,5000,Not Placed,1200000
STU-001055,2021-01-26,Student_1055,23,Non-binary,CS,B.Tech,3.0,5.65,55.883316865137814,10,36.0,0,Placed,300000
STU-001056,2022-11-21,Student_1056,22,Female,MBA,MBA,4.0,2.04,82.6642772165832,6,40.0,0,Not Placed,0
STU-001057,2019-05-02,Student_1057,23,Female,CS,M.Tech,6.0,5.21,91.70602012127148,3,21.0,0,Internship,300000
STU-001058,2021-10-25,Student_1058,22,Male,ME,B.Tech,4.0,4.57,40.267984544148376,2,31.0,5000,Internship,500000
STU-001059,2021-05-18,Student_1059,19,Male,ME,PhD,7.0,7.45,76.84634739096074,17,23.0,0,Internship,1200000
STU-001060,2019-08-10,Student_1060,25,Non-binary,MBA,PhD,8.0,6.46,48.41788012540211,2,39.0,0,Not Placed,300000
STU-001061,2021-05-29,Student_1061,20,Female,ME,PhD,3.0,6.67,73.74900688754339,19,27.0,10000,Internship,300000
STU-001062,2019-05-09,Student_1062,29,Non-binary,CS,MBA,7.0,6.02,96.33545499550974,4,15.0,0,Internship,300000
STU-001063,2022-09-20,Student_1063,22,Female,ME,MBA,6.0,2.97,79.94200478087305,16,47.0,0,Internship,0
STU-001064,2019-02-05,Student_1064,26,Female,ME,B.Tech,3.0,2.87,86.76932674336538,1,11.0,10000,Internship,1200000
STU-001065,2019-10-03,Student_1065,28,Male,CS,B.Tech,8.0,6.71,81.15459140610531,10,17.0,20000,Not Placed,1200000
STU-001066,2022-04-06,Student_1066,26,Non-binary,CS,M.Tech,8.0,9.48,58.87585164838792,7,15.0,5000,Placed,300000
STU-001067,2020-02-23,Student_1067,21,Non-binary,CS,MBA,3.0,8.3,43.71046514731381,5,5.0,20000,Not Placed,800000
STU-001068,2021-10-02,Student_1068,28,Female,CS,M.Tech,7.0,8.04,47.36495107168436,2,9.0,10000,Placed,500000
STU-001069,2022-09-25,Student_1069,24,Non-binary,EE,B.Tech,2.0,4.44,44.25594656629798,16,5.0,10000,Internship,500000
STU-001070,2021-11-02,Student_1070,23,Male,ME,M.Tech,3.0,8.75,44.20503385334618,6,24.0,20000,Not Placed,1200000
STU-001071,2022-08-27,Student_1071,24,Non-binary,EE,B.Tech,8.0,6.67,97.53895960992311,12,11.0,20000,Not Placed,6000000
STU-001072,2019-06-17,Student_1072,18,Non-binary,MBA,PhD,1.0,8.05,54.12638647976651,4,25.0,10000,Placed,300000
STU-001073,2022-03-15,Student_1073,29,Male,EE,MBA,5.0,6.97,53.58078262077306,10,44.0,20000,Not Placed,1200000
STU-001074,2021-08-27,Student_1074,23,Non-binary,CS,PhD,4.0,7.34,82.59920407661305,3,45.0,5000,Not Placed,500000
STU-001075,2022-05-12,Student_1075,26,Non-binary,ME,M.Tech,1.0,2.32,69.87436583883078,2,47.0,20000,Placed,500000
STU-001076,2021-10-31,Student_1076,22,Male,CS,PhD,3.0,5.36,81.77098787955282,4,,10000,Not Placed,800000
STU-001077,2019-04-13,Student_1077,18,Female,ME,MBA,7.0,5.46,70.0364742186122,8,20.0,10000,Internship,0
STU-001078,2022-09-03,Student_1078,20,Male,MBA,M.Tech,2.0,3.81,45.15502071931542,9,26.0,0,Not Placed,300000
STU-001079,2019-02-16,Student_1079,24,Non-binary,MBA,MBA,2.0,8.1,89.65946300586955,14,3.0,0,Placed,300000
STU-001080,2020-12-26,Student_1080,21,Non-binary,CS,PhD,4.0,4.61,95.59707743383538,12,,0,Not Placed,300000
STU-001081,2022-12-15,Student_1081,24,Female,CS,MBA,6.0,4.94,87.75789832963922,16,40.0,20000,Placed,800000
STU-001082,2020-01-11,Student_1082,29,Non-binary,ME,M.Tech,3.0,6.91,53.36233175940846,11,2.0,20000,Internship,800000
STU-001083,2022-08-29,Student_1083,28,Male,CS,PhD,8.0,3.86,67.45911151518452,12,41.0,20000,Internship,800000
STU-001084,2019-10-08,Student_1084,19,Non-binary,EE,B.Tech,4.0,2.11,62.78243134968028,18,42.0,20000,Internship,300000
STU-001085,2021-05-10,Student_1085,25,Male,ME,B.Tech,5.0,5.47,66.36963539642963,17,27.0,20000,Placed,300000
STU-001086,2020-12-21,Student_1086,24,Male,ME,MBA,7.0,7.35,77.50216386274869,4,24.0,0,Not Placed,800000
STU-001087,2022-12-02,Student_1087,21,Female,Civil,MBA,1.0,8.36,46.06650490524757,12,7.0,5000,Placed,300000
STU-001088,2020-05-20,Student_1088,21,Non-binary,ME,B.Tech,1.0,6.25,86.97987894390064,4,43.0,20000,Not Placed,500000
STU-001089,2023-02-05,Student_1089,24,Male,Civil,PhD,1.0,8.78,83.74467838272449,14,42.0,0,Internship,500000
STU-001090,2022-05-02,Student_1090,22,Non-binary,MBA,PhD,8.0,9.26,85.55503928835746,3,33.0,0,Internship,500000
STU-001091,2021-06-24,Student_1091,20,Non-binary,EE,B.Tech,3.0,6.04,68.92047053033978,15,19.0,0,Not Placed,800000
STU-001092,2020-07-15,Student_1092,19,Female,EE,MBA,1.0,5.13,65.7106589724898,0,44.0,5000,Placed,800000
STU-001093,2022-12-25,Student_1093,20,Non-binary,EE,M.Tech,5.0,3.33,41.73690264611705,1,1.0,10000,Internship,300000
STU-001094,2021-04-15,Student_1094,26,Male,MBA,B.Tech,6.0,6.31,46.67306636314463,8,29.0,20000,Internship,0
STU-001095,2022-07-25,Student_1095,27,Non-binary,MBA,M.Tech,5.0,2.54,99.64635759917226,6,5.0,20000,Not Placed,0
STU-001096,2019-09-23,Student_1096,23,Female,MBA,M.Tech,2.0,8.41,51.1400661106794,2,17.0,20000,Placed,1200000
STU-001097,2020-07-28,Student_1097,27,Male,Civil,MBA,4.0,5.21,72.76053265109121,18,42.0,20000,Internship,800000
STU-001098,2022-06-16,Student_1098,21,Female,Civil,M.Tech,1.0,6.14,63.160663462599146,6,22.0,20000,Not Placed,800000
STU-001099,2022-05-21,Student_1099,29,Non-binary,Civil,M.Tech,7.0,8.95,98.80858233721138,1,9.0,10000,Internship,0
STU-001100,2022-09-15,Student_1100,29,Non-binary,ME,MBA,6.0,3.42,65.80564051914429,2,,20000,Placed,1200000
STU-001101,2022-05-04,Student_1101,28,Non-binary,ME,M.Tech,7.0,9.42,99.34319850295608,12,18.0,10000,Internship,300000
STU-001102,2020-11-02,Student_1102,28,Non-binary,EE,B.Tech,1.0,3.42,61.332232810441326,12,19.0,20000,Not Placed,1200000
STU-001103,2019-09-18,Student_1103,21,Female,Civil,M.Tech,1.0,6.36,78.36783302322306,2,16.0,5000,Internship,500000
STU-001104,2020-03-07,Student_1104,22,Non-binary,MBA,MBA,5.0,4.11,58.08858456557702,19,46.0,20000,Not Placed,800000
STU-001105,2022-01-22,Student_1105,22,Non-binary,ME,B.Tech,3.0,2.72,93.63582081770602,10,15.0,20000,Not Placed,1200000
STU-001106,2022-08-20,Student_1106,28,Male,ME,B.Tech,2.0,7.98,52.99394364995429,17,5.0,20000,Not Placed,0
STU-001107,2019-04-19,Student_1107,20,Non-binary,CS,MBA,4.0,9.13,70.3202623363742,0,10.0,0,Placed,1200000
STU-001108,2020-05-16,Student_1108,23,Male,EE,M.Tech,5.0,3.35,78.45098143109523,18,12.0,0,Not Placed,800000
STU-001109,2021-05-24,Student_1109,27,Non-binary,EE,M.Tech,3.0,8.7,40.403332153228554,4,25.0,5000,Internship,500000
STU-001110,2021-10-06,Student_1110,19,Male,ME,M.Tech,3.0,2.38,93.43582908998421,13,7.0,10000,Internship,500000
STU-001111,2019-08-07,Student_1111,21,Female,EE,B.Tech,3.0,4.88,94.10375766776403,19,23.0,0,Internship,500000
STU-001112,2020-05-29,Student_1112,22,Non-binary,EE,B.Tech,5.0,8.88,40.15601873179024,12,7.0,20000,Placed,800000
STU-001113,2022-08-19,Student_1113,21,Non-binary,MBA,M.Tech,7.0,2.78,72.6252609176356,6,7.0,5000,Internship,800000
STU-001114,2021-04-08,Student_1114,23,Female,ME,M.Tech,7.0,8.58,70.46571420524256,10,7.0,20000,Not Placed,800000
STU-001115,2021-08-16,Student_1115,18,Male,EE,M.Tech,5.0,2.03,60.11348484437451,17,46.0,0,Not Placed,300000
STU-001116,2022-09-12,Student_1116,18,Female,CS,B.Tech,3.0,8.93,67.00080212650883,10,45.0,10000,Not Placed,1200000
STU-001117,2023-01-27,Student_1117,20,Female,CS,PhD,1.0,5.17,70.24620217739968,7,23.0,0,Not Placed,0
STU-001118,2022-10-31,Student_1118,28,Male,ME,MBA,6.0,5.82,92.72324859437546,1,39.0,0,Not Placed,500000
STU-001119,2020-10-31,Student_1119,23,Female,CS,MBA,8.0,4.21,45.09459467725025,14,27.0,5000,Placed,0
STU-001120,2021-08-12,Student_1120,21,Non-binary,CS,PhD,2.0,3.04,62.16058626840456,16,19.0,10000,Internship,800000
STU-001121,2021-11-02,Student_1121,19,Non-binary,CS,M.Tech,5.0,8.84,92.96629799818163,18,36.0,5000,Internship,500000
STU-001122,2019-07-23,Student_1122,22,Female,Civil,MBA,5.0,7.63,72.65501511926118,13,4.0,5000,Not Placed,300000
STU-001123,2020-07-17,Student_1123,20,Non-binary,EE,B.Tech,4.0,3.41,96.09547390681492,6,25.0,0,Placed,300000
STU-001124,2022-02-12,Student_1124,18,Non-binary,MBA,M.Tech,8.0,8.07,69.83519321196887,5,41.0,20000,Internship,1200000
STU-001125,2022-06-10,Student_1125,25,Non-binary,EE,MBA,3.0,9.0,80.0899474523226,6,49.0,5000,Placed,500000
STU-001126,2020-03-23,Student_1126,20,Male,MBA,M.Tech,1.0,8.22,88.06397321386933,2,1.0,0,Not Placed,0
STU-001127,2021-06-05,Student_1127,22,Non-binary,CS,M.Tech,1.0,2.79,86.86399789362244,16,36.0,20000,Placed,0
STU-001128,2020-04-14,Student_1128,28,Non-binary,MBA,M.Tech,3.0,2.09,66.61582665678011,16,26.0,20000,Not Placed,800000
STU-001129,2021-05-04,Student_1129,26,Male,CS,MBA,8.0,5.0,54.85233536439593,3,48.0,0,Internship,300000
STU-001130,2019-08-10,Student_1130,28,Non-binary,MBA,M.Tech,8.0,2.99,62.549929650263664,11,18.0,10000,Internship,300000
STU-001131,2021-08-15,Student_1131,23,Male,EE,B.Tech,,2.95,57.95133755575068,16,0.0,10000,Not Placed,800000
STU-001132,2020-01-18,Student_1132,28,Non-binary,Civil,B.Tech,1.0,8.81,46.8679514796233,14,8.0,0,Not Placed,300000
STU-001133,2023-01-21,Student_1133,21,Female,EE,B.Tech,2.0,7.48,44.37122030305395,8,42.0,5000,Internship,500000
STU-001134,2023-01-23,Student_1134,18,Non-binary,ME,B.Tech,3.0,5.56,82.73363123964612,4,43.0,5000,Not Placed,0
STU-001135,2022-10-17,Student_1135,27,Female,MBA,PhD,2.0,4.8,74.87372551462245,6,27.0,10000,Internship,0
STU-001136,2019-12-18,Student_1136,19,Male,Civil,B.Tech,,3.44,57.57184315353901,1,38.0,5000,Not Placed,500000
STU-001137,2021-09-11,Student_1137,23,Male,CS,MBA,2.0,8.43,89.54966441244197,14,39.0,5000,Not Placed,0
STU-001138,2021-08-08,Student_1138,20,Male,EE,PhD,6.0,6.12,60.97224997295807,11,43.0,20000,Not Placed,500000
STU-001139,2020-05-03,Student_1139,25,Non-binary,Civil,M.Tech,1.0,9.69,41.93582622349568,10,42.0,5000,Internship,300000
